Value
246.82
4.076953004826153
4.230390831640757
6.1281378993713105
6.418605256102975
6.9510153493917
11.246241761634785
13.638690712055755
24.134952710647283
94.18018358123454
-52.288444720191414
-20.527536133976458
-10.529686654685129
-10.965129860279834
-8.077515282138258
-6.128840874615205
-13.514917917970603
-6.49574524001921
-5.702615189806425
-5.454700283618072
-5.125764212056081
-5.563387904674485
-4.401569639683359
-3.464911210530718
-3.6750172614356287
1.1400000000000006
-5.50616300795696
-5.330950705496067
-32.58412080441532
-2.243727200813047
-2.6365552798085896
-2.588230838885933
-3.907843771256422
-2.485071987612554
-1.2668952833602098
-8.657973521321322
-5.986015134601394
-8.880171382041787
0.334405842935662
-1.9693752274081326
-1.559235787943912
-3.005330862577395
-2.528771458805048
-1.5032925567558806
-2.348837547502117
-1.0542009534551715
2.747491425539056
-24.00349169337408
-7.2321188748836365
-5.792912109424114
-7.299999999999997
